"country_code","country_name","income_group","year","indicator_name","gdp"
"KEN","Kenya","Low income (L)",1989,"GDP (current US$)",8283114648
"KIR","Kiribati","Lower middle income (LM)",1989,"GDP (current US$)",41119721.65
"KOR","Korea, Rep.","Upper middle income (UM)",1989,"GDP (current US$)",2.43526e+11
"KWT","Kuwait","High income (H)",1989,"GDP (current US$)",24312117767
"LAO","Lao PDR","Low income (L)",1989,"GDP (current US$)",714046821.1
"LBN","Lebanon","Lower middle income (LM)",1989,"GDP (current US$)",2717998688
"LSO","Lesotho","Low income (L)",1989,"GDP (current US$)",495404888.1
"LUX","Luxembourg","High income (H)",1989,"GDP (current US$)",10391504709
"MAC","Macao SAR, China","Upper middle income (UM)",1989,"GDP (current US$)",2683254708
"MDG","Madagascar","Low income (L)",1989,"GDP (current US$)",2498059015
"MWI","Malawi","Low income (L)",1989,"GDP (current US$)",1590215583
"MYS","Malaysia","Lower middle income (LM)",1989,"GDP (current US$)",38848567631
"MDV","Maldives","Low income (L)",1989,"GDP (current US$)",189535398.2
"MLI","Mali","Low income (L)",1989,"GDP (current US$)",2181821902
"MLT","Malta","High income (H)",1989,"GDP (current US$)",2118574772
"MRT","Mauritania","Low income (L)",1989,"GDP (current US$)",981529430.1
"MUS","Mauritius","Lower middle income (LM)",1989,"GDP (current US$)",2181930255
"MEX","Mexico","Lower middle income (LM)",1989,"GDP (current US$)",2.21401e+11
"MNG","Mongolia","Lower middle income (LM)",1989,"GDP (current US$)",3576966800
"MAR","Morocco","Lower middle income (LM)",1989,"GDP (current US$)",26314220188
"NAM","Namibia","Lower middle income (LM)",1989,"GDP (current US$)",2531519951
"NPL","Nepal","Low income (L)",1989,"GDP (current US$)",3525228153
"NLD","Netherlands","High income (H)",1989,"GDP (current US$)",2.58337e+11
"NCL","New Caledonia","Upper middle income (UM)",1989,"GDP (current US$)",2185072798
"NZL","New Zealand","High income (H)",1989,"GDP (current US$)",43920222525
"NIC","Nicaragua","Lower middle income (LM)",1989,"GDP (current US$)",1013184746
"NER","Niger","Low income (L)",1989,"GDP (current US$)",2179567108
"NGA","Nigeria","Low income (L)",1989,"GDP (current US$)",44003061108
"NOR","Norway","High income (H)",1989,"GDP (current US$)",1.02634e+11
"OMN","Oman","Upper middle income (UM)",1989,"GDP (current US$)",9372171651
"PAK","Pakistan","Low income (L)",1989,"GDP (current US$)",40171019643
"PAN","Panama","Lower middle income (LM)",1989,"GDP (current US$)",5918469800
"PNG","Papua New Guinea","Lower middle income (LM)",1989,"GDP (current US$)",3546460177
"PRY","Paraguay","Lower middle income (LM)",1989,"GDP (current US$)",4757732200
"PER","Peru","Lower middle income (LM)",1989,"GDP (current US$)",22499559086
"PHL","Philippines","Lower middle income (LM)",1989,"GDP (current US$)",42575183906
"PRT","Portugal","Upper middle income (UM)",1989,"GDP (current US$)",60594092437
"PRI","Puerto Rico","High income (H)",1989,"GDP (current US$)",28161200000
"QAT","Qatar","High income (H)",1989,"GDP (current US$)",6487912088
"ROU","Romania","Upper middle income (UM)",1989,"GDP (current US$)",42105263158
"RWA","Rwanda","Low income (L)",1989,"GDP (current US$)",2405021933
"WSM","Samoa","Lower middle income (LM)",1989,"GDP (current US$)",122888609.7
"SAU","Saudi Arabia","High income (H)",1989,"GDP (current US$)",95344459279
"SEN","Senegal","Lower middle income (LM)",1989,"GDP (current US$)",6219793533
"SYC","Seychelles","Upper middle income (UM)",1989,"GDP (current US$)",304832867.4
"SLE","Sierra Leone","Low income (L)",1989,"GDP (current US$)",932974411.9
"SGP","Singapore","High income (H)",1989,"GDP (current US$)",30465364739
"SLB","Solomon Islands","Low income (L)",1989,"GDP (current US$)",332286760.9
"SOM","Somalia","Low income (L)",1989,"GDP (current US$)",1092392963
"ZAF","South Africa","Upper middle income (UM)",1989,"GDP (current US$)",99030856825
"ESP","Spain","High income (H)",1989,"GDP (current US$)",4.14757e+11
"LKA","Sri Lanka","Low income (L)",1989,"GDP (current US$)",6987267684
"KNA","St. Kitts and Nevis","Upper middle income (UM)",1989,"GDP (current US$)",192517321.9
"LCA","St. Lucia","Lower middle income (LM)",1989,"GDP (current US$)",435493044.1
"VCT","St. Vincent and the Grenadines","Lower middle income (LM)",1989,"GDP (current US$)",214745002.2
"SDN","Sudan","Low income (L)",1989,"GDP (current US$)",15291507937
"SUR","Suriname","Upper middle income (UM)",1989,"GDP (current US$)",542600000
"SWE","Sweden","High income (H)",1989,"GDP (current US$)",2.16164e+11
"CHE","Switzerland","High income (H)",1989,"GDP (current US$)",2.02079e+11
"SYR","Syrian Arab Republic","Lower middle income (LM)",1989,"GDP (current US$)",9853396226
"TZA","Tanzania","Low income (L)",1989,"GDP (current US$)",4420168102
"THA","Thailand","Lower middle income (LM)",1989,"GDP (current US$)",72250877410
"TGO","Togo","Low income (L)",1989,"GDP (current US$)",1352949663
"TON","Tonga","Lower middle income (LM)",1989,"GDP (current US$)",106344855
"TTO","Trinidad and Tobago","Upper middle income (UM)",1989,"GDP (current US$)",4323058824
"TUN","Tunisia","Lower middle income (LM)",1989,"GDP (current US$)",10102075213
"TUR","Turkey","Lower middle income (LM)",1989,"GDP (current US$)",1.07143e+11
"UGA","Uganda","Low income (L)",1989,"GDP (current US$)",5276480986
"ARE","United Arab Emirates","High income (H)",1989,"GDP (current US$)",41464995914
"GBR","United Kingdom","High income (H)",1989,"GDP (current US$)",9.26885e+11
"USA","United States","High income (H)",1989,"GDP (current US$)",5.64158e+12
"URY","Uruguay","Upper middle income (UM)",1989,"GDP (current US$)",8438951476
"VUT","Vanuatu","Lower middle income (LM)",1989,"GDP (current US$)",144482170.2
"VEN","Venezuela, RB","Upper middle income (UM)",1989,"GDP (current US$)",43526253602
"VNM","Vietnam","Low income (L)",1989,"GDP (current US$)",6293304975
"ZMB","Zambia","Low income (L)",1989,"GDP (current US$)",3998637681
"ZWE","Zimbabwe","Lower middle income (LM)",1989,"GDP (current US$)",8286322700
"ALB","Albania","Lower middle income (LM)",1990,"GDP (current US$)",2028553750
"DZA","Algeria","Lower middle income (LM)",1990,"GDP (current US$)",62045099643
"AND","Andorra","High income (H)",1990,"GDP (current US$)",1029048482
"AGO","Angola","Lower middle income (LM)",1990,"GDP (current US$)",11228764963
"ATG","Antigua and Barbuda","Upper middle income (UM)",1990,"GDP (current US$)",459469058.9
"ARG","Argentina","Lower middle income (LM)",1990,"GDP (current US$)",1.41352e+11
"ABW","Aruba","High income (H)",1990,"GDP (current US$)",764887117.2
"AUS","Australia","High income (H)",1990,"GDP (current US$)",3.10777e+11
"AUT","Austria","High income (H)",1990,"GDP (current US$)",1.66463e+11
"BHS","Bahamas, The","High income (H)",1990,"GDP (current US$)",3.166e+09
"BHR","Bahrain","Upper middle income (UM)",1990,"GDP (current US$)",4229787234
"BGD","Bangladesh","Low income (L)",1990,"GDP (current US$)",31598341234
"BRB","Barbados","Upper middle income (UM)",1990,"GDP (current US$)",2023318252
"BEL","Belgium","High income (H)",1990,"GDP (current US$)",2.05332e+11
"BLZ","Belize","Lower middle income (LM)",1990,"GDP (current US$)",412086445.5
"BEN","Benin","Low income (L)",1990,"GDP (current US$)",1959965244
"BMU","Bermuda","High income (H)",1990,"GDP (current US$)",1592400000
"BTN","Bhutan","Low income (L)",1990,"GDP (current US$)",299787275.8
"BOL","Bolivia","Lower middle income (LM)",1990,"GDP (current US$)",4867582620
"BWA","Botswana","Lower middle income (LM)",1990,"GDP (current US$)",3790567052
"BRA","Brazil","Upper middle income (UM)",1990,"GDP (current US$)",4.61952e+11
"BRN","Brunei Darussalam","High income (H)",1990,"GDP (current US$)",3520551724
"BGR","Bulgaria","Lower middle income (LM)",1990,"GDP (current US$)",20632090909
"BFA","Burkina Faso","Low income (L)",1990,"GDP (current US$)",3101301781
"BDI","Burundi","Low income (L)",1990,"GDP (current US$)",1132101253
"CPV","Cabo Verde","Lower middle income (LM)",1990,"GDP (current US$)",306891107.3
"CMR","Cameroon","Lower middle income (LM)",1990,"GDP (current US$)",11151578051
"CAN","Canada","High income (H)",1990,"GDP (current US$)",5.9393e+11
"CAF","Central African Republic","Low income (L)",1990,"GDP (current US$)",1440711396
"TCD","Chad","Low income (L)",1990,"GDP (current US$)",1738605558
"CHL","Chile","Lower middle income (LM)",1990,"GDP (current US$)",33113887818
"CHN","China","Low income (L)",1990,"GDP (current US$)",3.60858e+11
"COL","Colombia","Lower middle income (LM)",1990,"GDP (current US$)",47844090710
"COM","Comoros","Low income (L)",1990,"GDP (current US$)",429622147.7
"COD","Congo, Dem. Rep.","Low income (L)",1990,"GDP (current US$)",9349764580
"COG","Congo, Rep.","Lower middle income (LM)",1990,"GDP (current US$)",2798746051
"CRI","Costa Rica","Lower middle income (LM)",1990,"GDP (current US$)",5711687787
"CIV","Côte d'Ivoire","Lower middle income (LM)",1990,"GDP (current US$)",10795850107
"CUB","Cuba","Lower middle income (LM)",1990,"GDP (current US$)",28645436569
"CYP","Cyprus","High income (H)",1990,"GDP (current US$)",5591130218
"DNK","Denmark","High income (H)",1990,"GDP (current US$)",1.38247e+11
"DJI","Djibouti","Lower middle income (LM)",1990,"GDP (current US$)",452328087.3
"DMA","Dominica","Lower middle income (LM)",1990,"GDP (current US$)",201428730
"DOM","Dominican Republic","Lower middle income (LM)",1990,"GDP (current US$)",7073675545
"ECU","Ecuador","Lower middle income (LM)",1990,"GDP (current US$)",15239278100
"EGY","Egypt, Arab Rep.","Low income (L)",1990,"GDP (current US$)",42978914311
"SLV","El Salvador","Lower middle income (LM)",1990,"GDP (current US$)",4817542204
"GNQ","Equatorial Guinea","Low income (L)",1990,"GDP (current US$)",112119406.5
"SWZ","Eswatini","Lower middle income (LM)",1990,"GDP (current US$)",1114703088
"ETH","Ethiopia","Low income (L)",1990,"GDP (current US$)",12175166763
"FJI","Fiji","Lower middle income (LM)",1990,"GDP (current US$)",1337024782
"FIN","Finland","High income (H)",1990,"GDP (current US$)",1.41438e+11
"FRA","France","High income (H)",1990,"GDP (current US$)",1.26918e+12
"PYF","French Polynesia","High income (H)",1990,"GDP (current US$)",3181206305
"GAB","Gabon","Upper middle income (UM)",1990,"GDP (current US$)",5952293766
"GMB","Gambia, The","Low income (L)",1990,"GDP (current US$)",317083373.5
"DEU","Germany","High income (H)",1990,"GDP (current US$)",1.77167e+12
"GHA","Ghana","Low income (L)",1990,"GDP (current US$)",5889174825
"GRC","Greece","Upper middle income (UM)",1990,"GDP (current US$)",97891090929
"GRL","Greenland","High income (H)",1990,"GDP (current US$)",1018970365
"GRD","Grenada","Lower middle income (LM)",1990,"GDP (current US$)",278098763
"GTM","Guatemala","Lower middle income (LM)",1990,"GDP (current US$)",7650125217
"GIN","Guinea","Low income (L)",1990,"GDP (current US$)",2666616177
"GNB","Guinea-Bissau","Low income (L)",1990,"GDP (current US$)",243961995.5
"GUY","Guyana","Low income (L)",1990,"GDP (current US$)",396582263.3
"HTI","Haiti","Low income (L)",1990,"GDP (current US$)",3096289800
"HND","Honduras","Low income (L)",1990,"GDP (current US$)",4923009552
"HKG","Hong Kong SAR, China","High income (H)",1990,"GDP (current US$)",76928290842
"ISL","Iceland","High income (H)",1990,"GDP (current US$)",6478459747
"IND","India","Low income (L)",1990,"GDP (current US$)",3.20979e+11
"IDN","Indonesia","Low income (L)",1990,"GDP (current US$)",1.06141e+11
"IRN","Iran, Islamic Rep.","Lower middle income (LM)",1990,"GDP (current US$)",1.24813e+11
"IRQ","Iraq","Upper middle income (UM)",1990,"GDP (current US$)",1.79886e+11
"IRL","Ireland","High income (H)",1990,"GDP (current US$)",49364679953
"ISR","Israel","High income (H)",1990,"GDP (current US$)",59011278706
"ITA","Italy","High income (H)",1990,"GDP (current US$)",1.18122e+12
"JAM","Jamaica","Lower middle income (LM)",1990,"GDP (current US$)",4592224067
"JPN","Japan","High income (H)",1990,"GDP (current US$)",3.13282e+12
"JOR","Jordan","Lower middle income (LM)",1990,"GDP (current US$)",4160003917
"KEN","Kenya","Low income (L)",1990,"GDP (current US$)",8572359163
"KIR","Kiribati","Lower middle income (LM)",1990,"GDP (current US$)",39809538.68
"KOR","Korea, Rep.","Upper middle income (UM)",1990,"GDP (current US$)",2.79349e+11
"KWT","Kuwait","High income (H)",1990,"GDP (current US$)",18427777778
"LAO","Lao PDR","Low income (L)",1990,"GDP (current US$)",865559856.2
"LBN","Lebanon","Lower middle income (LM)",1990,"GDP (current US$)",2838485354
"LSO","Lesotho","Low income (L)",1990,"GDP (current US$)",596415104.5
"LBY","Libya","Upper middle income (UM)",1990,"GDP (current US$)",28901836158
"LUX","Luxembourg","High income (H)",1990,"GDP (current US$)",13229247948
"MAC","Macao SAR, China","Upper middle income (UM)",1990,"GDP (current US$)",3220920085
"MDG","Madagascar","Low income (L)",1990,"GDP (current US$)",3081479800
"MWI","Malawi","Low income (L)",1990,"GDP (current US$)",1880771556
"MYS","Malaysia","Lower middle income (LM)",1990,"GDP (current US$)",44024178343
"MDV","Maldives","Low income (L)",1990,"GDP (current US$)",215089005.2
"MLI","Mali","Low income (L)",1990,"GDP (current US$)",2681912030
"MLT","Malta","Upper middle income (UM)",1990,"GDP (current US$)",2547163582
"MRT","Mauritania","Low income (L)",1990,"GDP (current US$)",1019600785
"MUS","Mauritius","Lower middle income (LM)",1990,"GDP (current US$)",2653480001
"MEX","Mexico","Upper middle income (UM)",1990,"GDP (current US$)",2.61254e+11
"MNG","Mongolia","Lower middle income (LM)",1990,"GDP (current US$)",2560785660
"MAR","Morocco","Lower middle income (LM)",1990,"GDP (current US$)",30180108562
"NAM","Namibia","Lower middle income (LM)",1990,"GDP (current US$)",2785764518
"NPL","Nepal","Low income (L)",1990,"GDP (current US$)",3627562403
"NLD","Netherlands","High income (H)",1990,"GDP (current US$)",3.18331e+11
"NCL","New Caledonia","Upper middle income (UM)",1990,"GDP (current US$)",2529310104
"NZL","New Zealand","High income (H)",1990,"GDP (current US$)",45495129385
"NIC","Nicaragua","Lower middle income (LM)",1990,"GDP (current US$)",1009455484
"NER","Niger","Low income (L)",1990,"GDP (current US$)",2480673195
"NGA","Nigeria","Low income (L)",1990,"GDP (current US$)",54035795388
"NOR","Norway","High income (H)",1990,"GDP (current US$)",1.19792e+11
"OMN","Oman","Upper middle income (UM)",1990,"GDP (current US$)",11685045514
"PAK","Pakistan","Low income (L)",1990,"GDP (current US$)",40010424929
"PAN","Panama","Lower middle income (LM)",1990,"GDP (current US$)",6433967000
"PNG","Papua New Guinea","Lower middle income (LM)",1990,"GDP (current US$)",3219730365
"PRY","Paraguay","Lower middle income (LM)",1990,"GDP (current US$)",5812114523
"PER","Peru","Lower middle income (LM)",1990,"GDP (current US$)",26410386669
"PHL","Philippines","Lower middle income (LM)",1990,"GDP (current US$)",44311593756
"POL","Poland","Lower middle income (LM)",1990,"GDP (current US$)",65977748211
"PRT","Portugal","Upper middle income (UM)",1990,"GDP (current US$)",78713859795
"PRI","Puerto Rico","Upper middle income (UM)",1990,"GDP (current US$)",30603919000
"QAT","Qatar","High income (H)",1990,"GDP (current US$)",7360439423
"ROU","Romania","Lower middle income (LM)",1990,"GDP (current US$)",38995454545
"RWA","Rwanda","Low income (L)",1990,"GDP (current US$)",2550185618
"WSM","Samoa","Lower middle income (LM)",1990,"GDP (current US$)",125766269.8
"SAU","Saudi Arabia","Upper middle income (UM)",1990,"GDP (current US$)",1.1763e+11
"SEN","Senegal","Lower middle income (LM)",1990,"GDP (current US$)",7237100724
"SYC","Seychelles","Upper middle income (UM)",1990,"GDP (current US$)",368584758.9
"SLE","Sierra Leone","Low income (L)",1990,"GDP (current US$)",649644826.8
"SGP","Singapore","High income (H)",1990,"GDP (current US$)",36144336769
"SLB","Solomon Islands","Low income (L)",1990,"GDP (current US$)",302515026.9
"SOM","Somalia","Low income (L)",1990,"GDP (current US$)",917044228
"ZAF","South Africa","Upper middle income (UM)",1990,"GDP (current US$)",1.15552e+11
"ESP","Spain","High income (H)",1990,"GDP (current US$)",5.36559e+11
"LKA","Sri Lanka","Low income (L)",1990,"GDP (current US$)",8032551173
"KNA","St. Kitts and Nevis","Upper middle income (UM)",1990,"GDP (current US$)",217258907.8
"LCA","St. Lucia","Lower middle income (LM)",1990,"GDP (current US$)",518433324.8
"VCT","St. Vincent and the Grenadines","Lower middle income (LM)",1990,"GDP (current US$)",240365262.6
"SDN","Sudan","Low income (L)",1990,"GDP (current US$)",12408647541
"SUR","Suriname","Upper middle income (UM)",1990,"GDP (current US$)",388400000
"SWE","Sweden","High income (H)",1990,"GDP (current US$)",2.59702e+11
"CHE","Switzerland","High income (H)",1990,"GDP (current US$)",2.58067e+11
"SYR","Syrian Arab Republic","Lower middle income (LM)",1990,"GDP (current US$)",12308624284
"TZA","Tanzania","Low income (L)",1990,"GDP (current US$)",4258743263
"THA","Thailand","Lower middle income (LM)",1990,"GDP (current US$)",85343063966
"TGO","Togo","Low income (L)",1990,"GDP (current US$)",1628427515
"TON","Tonga","Lower middle income (LM)",1990,"GDP (current US$)",113563821.6
"TTO","Trinidad and Tobago","Upper middle income (UM)",1990,"GDP (current US$)",5.068e+09
"TUN","Tunisia","Lower middle income (LM)",1990,"GDP (current US$)",12290568182
"TUR","Turkey","Lower middle income (LM)",1990,"GDP (current US$)",1.50676e+11
